"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-2",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output nbt_cidd_2.csv",,,,"Date:","26 Sep 2019 07:24:50 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
26-09 07:27:09,0.500,0.500,99.0,0.0,0.0,0.0,753627136.0,10383360.0,977702912.0,2401611776.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 07:27:10,0.0,0.0,98.485,1.515,0.0,0.0,753627136.0,10383360.0,977702912.0,2401611776.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:27:11,0.995,0.0,97.015,1.990,0.0,0.0,753594368.0,10383360.0,977702912.0,2401644544.0,1048576.0,0.0,282.0,1398.0,4.0,0.0,java / 1048576:0
26-09 07:27:12,0.500,0.500,99.0,0.0,0.0,0.0,753594368.0,10383360.0,977702912.0,2401644544.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:27:13,0.500,0.0,98.500,1.0,0.0,0.0,753586176.0,10391552.0,977702912.0,2401644544.0,1048576.0,12288.0,173.0,852.0,4.0,2.0,java / 1048576:0
26-09 07:27:14,0.0,0.503,99.497,0.0,0.0,0.0,753553408.0,10391552.0,977702912.0,2401677312.0,1048576.0,0.0,282.0,1406.0,4.0,0.0,java / 1048576:0
26-09 07:27:15,0.498,0.498,98.507,0.498,0.0,0.0,753577984.0,10391552.0,977702912.0,2401652736.0,1048576.0,102400.0,882846.0,852.0,4.0,18.0,java / 1048576:0
26-09 07:27:16,0.503,0.0,99.497,0.0,0.0,0.0,753553408.0,10391552.0,977702912.0,2401677312.0,1048576.0,0.0,96979.0,962.0,4.0,0.0,java / 1048576:0
26-09 07:27:17,1.0,0.0,99.0,0.0,0.0,0.0,753086464.0,10391552.0,977756160.0,2402091008.0,1048576.0,0.0,282.0,1398.0,4.0,0.0,java / 1048576:0
26-09 07:27:18,0.500,0.0,99.0,0.500,0.0,0.0,752861184.0,10391552.0,978669568.0,2401402880.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:27:19,0.500,0.500,90.0,9.0,0.0,0.0,752852992.0,10399744.0,978669568.0,2401402880.0,1048576.0,12288.0,173.0,852.0,4.0,2.0,java / 1048576:0
26-09 07:27:20,0.0,0.0,98.995,1.005,0.0,0.0,752852992.0,10399744.0,978669568.0,2401402880.0,1048576.0,0.0,282.0,1406.0,4.0,0.0,java / 1048576:0
26-09 07:27:21,0.0,0.503,99.497,0.0,0.0,0.0,752496640.0,10399744.0,978612224.0,2401816576.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:27:22,0.498,0.498,99.005,0.0,0.0,0.0,752877568.0,10399744.0,978612224.0,2401435648.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:27:23,0.0,0.503,98.492,1.005,0.0,0.0,752857088.0,10399744.0,978632704.0,2401435648.0,1069056.0,0.0,282.0,1398.0,5.0,0.0,java / 1069056:0
26-09 07:27:24,0.503,0.0,99.497,0.0,0.0,0.0,752824320.0,10399744.0,978632704.0,2401468416.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:27:25,0.500,0.0,98.500,1.0,0.0,0.0,752816128.0,10407936.0,978632704.0,2401468416.0,1048576.0,49152.0,173.0,852.0,4.0,8.0,java / 1048576:8192
26-09 07:27:26,0.500,0.500,99.0,0.0,0.0,0.0,752816128.0,10407936.0,978632704.0,2401468416.0,1048576.0,0.0,282.0,1414.0,4.0,0.0,java / 1048576:8192
26-09 07:27:27,0.0,0.0,99.495,0.505,0.0,0.0,752816128.0,10407936.0,978632704.0,2401468416.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:27:28,0.500,0.500,99.0,0.0,0.0,0.0,752783360.0,10407936.0,978632704.0,2401501184.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:27:29,0.0,0.0,100.0,0.0,0.0,0.0,752783360.0,10407936.0,978632704.0,2401501184.0,1048576.0,0.0,282.0,1398.0,4.0,0.0,java / 1048576:0
26-09 07:27:30,0.0,0.503,98.492,1.005,0.0,0.0,752779264.0,10416128.0,978628608.0,2401501184.0,1048576.0,20480.0,239.0,946.0,4.0,2.0,java / 1048576:0
26-09 07:27:31,0.500,0.500,98.500,0.500,0.0,0.0,752738304.0,10416128.0,978636800.0,2401533952.0,1048576.0,0.0,173.0,860.0,4.0,0.0,java / 1048576:0
26-09 07:27:32,0.0,0.0,100.0,0.0,0.0,0.0,752738304.0,10416128.0,978636800.0,2401533952.0,1048576.0,0.0,282.0,1398.0,4.0,0.0,java / 1048576:0
26-09 07:27:33,0.503,0.0,99.497,0.0,0.0,0.0,752824320.0,10416128.0,978694144.0,2401390592.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:27:34,0.498,0.498,98.507,0.498,0.0,0.0,753172480.0,10416128.0,978694144.0,2401042432.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:27:35,0.0,0.500,99.500,0.0,0.0,0.0,753180672.0,10416128.0,978432000.0,2401296384.0,786432.0,0.0,282.0,1398.0,3.0,0.0,java / 786432:0
26-09 07:27:36,0.505,0.0,98.990,0.505,0.0,0.0,753180672.0,10424320.0,978423808.0,2401296384.0,1048576.0,12288.0,173.0,852.0,4.0,2.0,java / 1048576:0
26-09 07:27:37,0.498,0.995,98.507,0.0,0.0,0.0,753102848.0,10424320.0,978374656.0,2401423360.0,1048576.0,0.0,173.0,860.0,4.0,0.0,java / 1048576:0
26-09 07:27:38,0.0,0.995,98.507,0.498,0.0,0.0,753197056.0,10424320.0,978374656.0,2401329152.0,1048576.0,0.0,282.0,1464.0,4.0,0.0,java / 1048576:0
26-09 07:27:39,0.503,0.0,99.497,0.0,0.0,0.0,753164288.0,10424320.0,978374656.0,2401361920.0,1048576.0,0.0,569.0,2094.0,4.0,0.0,java / 1048576:0
26-09 07:27:40,0.503,0.0,99.497,0.0,0.0,0.0,753037312.0,10424320.0,978374656.0,2401488896.0,933888.0,0.0,173.0,852.0,4.0,0.0,java / 933888:0
26-09 07:27:41,0.500,0.0,99.0,0.500,0.0,0.0,752996352.0,10424320.0,978542592.0,2401361920.0,1212416.0,0.0,282.0,1398.0,10.0,0.0,java / 1212416:0
26-09 07:27:42,0.500,0.500,98.500,0.500,0.0,0.0,753074176.0,10432512.0,978423808.0,2401394688.0,1048576.0,16384.0,239.0,946.0,4.0,2.0,java / 1048576:0
26-09 07:27:43,0.0,0.500,99.0,0.500,0.0,0.0,753135616.0,10432512.0,978489344.0,2401267712.0,1114112.0,0.0,173.0,860.0,5.0,0.0,java / 1114112:0
26-09 07:27:44,0.995,0.498,98.507,0.0,0.0,0.0,753135616.0,10432512.0,978489344.0,2401267712.0,1048576.0,0.0,282.0,1398.0,4.0,0.0,java / 1048576:0
26-09 07:27:45,0.500,0.0,99.500,0.0,0.0,0.0,753102848.0,10432512.0,978489344.0,2401300480.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:27:46,0.0,0.0,100.0,0.0,0.0,0.0,753102848.0,10432512.0,978489344.0,2401300480.0,1048576.0,0.0,215.0,894.0,4.0,0.0,java / 1048576:0
26-09 07:27:47,1.508,0.0,97.487,1.005,0.0,0.0,752848896.0,10440704.0,980406272.0,2399629312.0,1179648.0,12288.0,1833018.0,1839626.0,5.0,2.0,java / 1179648:1830912
26-09 07:27:48,1.485,1.485,96.535,0.0,0.0,0.495,752680960.0,10440704.0,984584192.0,2395619328.0,1048576.0,0.0,4176859.0,4116874.0,4.0,0.0,java / 1048576:4161536
26-09 07:27:49,1.015,0.0,98.985,0.0,0.0,0.0,753201152.0,10440704.0,988708864.0,2390974464.0,1048576.0,0.0,4177222.0,4247216.0,4.0,0.0,java / 1048576:4222976
26-09 07:27:50,1.500,1.0,97.500,0.0,0.0,0.0,752824320.0,10440704.0,993009664.0,2387050496.0,1048576.0,11243520.0,4242686.0,4248573.0,4.0,23.0,java / 1048576:4177920
26-09 07:27:51,0.0,1.010,97.980,1.010,0.0,0.0,753291264.0,10440704.0,997216256.0,2382376960.0,1048576.0,0.0,4308001.0,4312724.0,4.0,0.0,java / 1048576:4292608
26-09 07:27:52,1.015,0.508,97.970,0.508,0.0,0.0,753098752.0,10448896.0,1001271296.0,2378506240.0,1048576.0,69632.0,3981828.0,3986905.0,4.0,5.0,java / 1048576:4026368
26-09 07:27:53,0.508,0.508,98.985,0.0,0.0,0.0,752918528.0,10448896.0,1005441024.0,2374516736.0,1048576.0,0.0,4177315.0,4182600.0,4.0,0.0,java / 1048576:4169728
26-09 07:27:54,0.508,0.508,98.985,0.0,0.0,0.0,753479680.0,10448896.0,1009586176.0,2369810432.0,1048576.0,0.0,4177337.0,4182037.0,4.0,0.0,java / 1048576:4161536
26-09 07:27:55,1.0,0.500,98.0,0.500,0.0,0.0,753098752.0,10448896.0,1013903360.0,2365874176.0,1179648.0,0.0,4177057.0,4116859.0,5.0,0.0,java / 1179648:4100096
26-09 07:27:56,1.005,1.005,97.990,0.0,0.0,0.0,753541120.0,10448896.0,1018191872.0,2361143296.0,1048576.0,0.0,4242593.0,4313094.0,4.0,0.0,java / 1048576:4222976
26-09 07:27:57,1.010,0.505,97.475,0.505,0.0,0.505,753729536.0,10457088.0,1022115840.0,2357022720.0,1048576.0,20480.0,4111943.0,4116873.0,4.0,2.0,java / 1048576:4100096
26-09 07:27:58,0.500,1.0,98.0,0.500,0.0,0.0,753541120.0,10457088.0,1026240512.0,2353086464.0,1048576.0,0.0,4046682.0,4051457.0,4.0,0.0,java / 1048576:4091904
26-09 07:27:59,1.010,0.505,98.485,0.0,0.0,0.0,754110464.0,10457088.0,1030410240.0,2348347392.0,1048576.0,0.0,4242510.0,4247913.0,4.0,0.0,java / 1048576:4227072
26-09 07:28:00,0.505,0.505,98.485,0.0,0.0,0.505,753836032.0,10457088.0,1034739712.0,2344292352.0,1048576.0,0.0,4242335.0,4247368.0,4.0,0.0,java / 1048576:4161536
26-09 07:28:01,1.010,0.505,98.485,0.0,0.0,0.0,754434048.0,10457088.0,1038848000.0,2339586048.0,1048576.0,0.0,4242402.0,4247369.0,4.0,0.0,java / 1048576:4222976
26-09 07:28:02,0.500,1.500,96.500,1.0,0.0,0.500,754126848.0,10465280.0,1043169280.0,2335563776.0,1048576.0,16384.0,4242577.0,4248085.0,4.0,2.0,java / 1048576:4292608
26-09 07:28:03,0.990,0.990,97.030,0.0,0.0,0.990,754642944.0,10465280.0,1047613440.0,2330603520.0,786432.0,0.0,4764695.0,4770031.0,3.0,0.0,java / 786432:4681728
26-09 07:28:04,1.515,0.505,97.475,0.505,0.0,0.0,754495488.0,10465280.0,1051848704.0,2326515712.0,1048576.0,0.0,4242269.0,4247368.0,4.0,0.0,java / 1048576:4288512
26-09 07:28:05,1.493,0.995,97.015,0.498,0.0,0.0,754397184.0,10465280.0,1056391168.0,2322071552.0,1048576.0,0.0,4503492.0,4509238.0,4.0,0.0,java / 1048576:4423680
26-09 07:28:06,0.503,1.005,97.990,0.0,0.0,0.503,754503680.0,10465280.0,1061302272.0,2317053952.0,1048576.0,0.0,4895154.0,4900744.0,4.0,0.0,java / 1048576:4878336
26-09 07:28:07,1.500,1.0,97.0,0.500,0.0,0.0,755138560.0,10473472.0,1065525248.0,2312187904.0,1048576.0,16384.0,4307729.0,4312765.0,4.0,2.0,java / 1048576:4288512
26-09 07:28:08,0.503,1.005,97.487,0.503,0.0,0.503,755109888.0,10473472.0,1069965312.0,2307776512.0,1048576.0,0.0,4373124.0,4380157.0,4.0,0.0,java / 1048576:4354048
26-09 07:28:09,1.005,1.005,97.990,0.0,0.0,0.0,755351552.0,10473472.0,1074327552.0,2303172608.0,1048576.0,0.0,4568496.0,4508843.0,4.0,0.0,java / 1048576:4554752
26-09 07:28:10,0.0,1.005,97.990,0.503,0.0,0.503,755208192.0,10473472.0,1078661120.0,2298982400.0,1048576.0,0.0,4177325.0,4247284.0,4.0,0.0,java / 1048576:4227072
26-09 07:28:11,1.010,0.505,98.485,0.0,0.0,0.0,755257344.0,10473472.0,1082761216.0,2294833152.0,1179648.0,0.0,4046658.0,4051922.0,5.0,0.0,java / 1179648:3964928
26-09 07:28:12,0.505,1.010,96.970,1.515,0.0,0.0,755781632.0,10481664.0,1086967808.0,2290094080.0,1048576.0,16384.0,4307514.0,4247623.0,4.0,2.0,java / 1048576:4292608
26-09 07:28:13,1.005,1.005,97.990,0.0,0.0,0.0,755560448.0,10481664.0,1091215360.0,2286067712.0,1048576.0,0.0,4111829.0,4181902.0,4.0,0.0,java / 1048576:4091904
26-09 07:28:14,1.508,0.503,97.487,0.0,0.0,0.503,754036736.0,10481664.0,1095405568.0,2283401216.0,1048576.0,0.0,4177050.0,4182584.0,4.0,0.0,java / 1048576:4161536
26-09 07:28:15,1.005,0.503,97.990,0.503,0.0,0.0,754003968.0,10481664.0,1099526144.0,2279313408.0,1048576.0,0.0,4176941.0,4182038.0,4.0,0.0,java / 1048576:4161536
26-09 07:28:16,0.500,1.500,96.500,1.0,0.0,0.500,754589696.0,10481664.0,1103618048.0,2274635776.0,1048576.0,0.0,4177140.0,4182038.0,4.0,0.0,java / 1048576:4227072
26-09 07:28:17,0.505,1.010,96.970,1.515,0.0,0.0,754331648.0,10489856.0,1107894272.0,2270609408.0,1048576.0,16384.0,4242691.0,4182905.0,4.0,2.0,java / 1048576:4161536
26-09 07:28:18,1.0,1.500,97.500,0.0,0.0,0.0,754470912.0,10489856.0,1111875584.0,2266488832.0,1048576.0,0.0,4046500.0,4116569.0,4.0,0.0,java / 1048576:4096000
26-09 07:28:19,0.503,1.005,98.492,0.0,0.0,0.0,755310592.0,10489856.0,1113923584.0,2263601152.0,1048576.0,0.0,2056839.0,2060102.0,4.0,0.0,java / 1048576:1986560
26-09 07:28:20,1.099,0.549,97.253,1.099,0.0,0.0,755494912.0,10489856.0,1113882624.0,2263457792.0,1048576.0,124108800.0,282.0,1398.0,4.0,126.0,java / 1048576:8192
26-09 07:28:21,0.500,0.500,99.0,0.0,0.0,0.0,755339264.0,10489856.0,1113882624.0,2263613440.0,1048576.0,0.0,107.0,3318.0,4.0,0.0,java / 1048576:0
26-09 07:28:22,0.500,0.0,98.500,1.0,0.0,0.0,755228672.0,10498048.0,1113878528.0,2263719936.0,1048576.0,57344.0,605.0,1644.0,4.0,2.0,java / 1048576:0
26-09 07:28:23,0.500,0.500,99.0,0.0,0.0,0.0,755159040.0,10498048.0,1113989120.0,2263678976.0,1048576.0,0.0,282.0,1862.0,4.0,0.0,java / 1048576:8192
26-09 07:28:24,0.500,0.0,98.500,1.0,0.0,0.0,755208192.0,10498048.0,1113939968.0,2263678976.0,1048576.0,0.0,239.0,954.0,4.0,0.0,java / 1048576:0
26-09 07:28:25,0.0,0.0,100.0,0.0,0.0,0.0,755113984.0,10498048.0,1113980928.0,2263732224.0,1048576.0,57344.0,173.0,852.0,4.0,11.0,java / 1048576:0
26-09 07:28:26,0.995,0.498,98.010,0.498,0.0,0.0,755093504.0,10498048.0,1113980928.0,2263752704.0,1048576.0,0.0,282.0,1406.0,4.0,0.0,java / 1048576:0
26-09 07:28:27,0.0,0.500,99.0,0.500,0.0,0.0,755171328.0,10498048.0,1114030080.0,2263625728.0,1179648.0,0.0,173.0,852.0,5.0,0.0,java / 1179648:0
26-09 07:28:28,0.503,0.0,98.492,1.005,0.0,0.0,754905088.0,10506240.0,1114161152.0,2263752704.0,1048576.0,28672.0,173.0,852.0,4.0,3.0,java / 1048576:0
26-09 07:28:29,0.0,0.0,100.0,0.0,0.0,0.0,755113984.0,10506240.0,1114017792.0,2263687168.0,1048576.0,0.0,282.0,1406.0,4.0,0.0,java / 1048576:0
26-09 07:28:30,0.500,0.500,99.0,0.0,0.0,0.0,755183616.0,10506240.0,1114017792.0,2263617536.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:28:31,0.0,0.500,99.0,0.500,0.0,0.0,755183616.0,10506240.0,1114017792.0,2263617536.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:28:32,0.0,0.0,99.495,0.505,0.0,0.0,755359744.0,10506240.0,1113866240.0,2263592960.0,786432.0,0.0,282.0,1398.0,3.0,0.0,java / 786432:0
26-09 07:28:33,0.493,0.985,98.030,0.493,0.0,0.0,755412992.0,10506240.0,1113755648.0,2263650304.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:28:34,0.505,0.0,98.990,0.505,0.0,0.0,755404800.0,10514432.0,1113755648.0,2263650304.0,1048576.0,12288.0,173.0,852.0,4.0,2.0,java / 1048576:0
26-09 07:28:35,0.498,0.498,98.507,0.498,0.0,0.0,755404800.0,10514432.0,1113755648.0,2263650304.0,1048576.0,0.0,282.0,1406.0,4.0,0.0,java / 1048576:0
26-09 07:28:36,0.0,0.500,99.0,0.500,0.0,0.0,755372032.0,10514432.0,1113755648.0,2263683072.0,1048576.0,0.0,215.0,894.0,4.0,0.0,java / 1048576:0
26-09 07:28:37,1.0,0.0,99.0,0.0,0.0,0.0,755372032.0,10514432.0,1113755648.0,2263683072.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:28:38,0.0,0.503,99.497,0.0,0.0,0.0,755372032.0,10514432.0,1113755648.0,2263683072.0,1048576.0,0.0,282.0,1398.0,4.0,0.0,java / 1048576:0
26-09 07:28:39,0.0,1.0,99.0,0.0,0.0,0.0,755339264.0,10514432.0,1113755648.0,2263715840.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:28:40,0.990,0.0,98.020,0.990,0.0,0.0,754892800.0,10522624.0,1113812992.0,2264096768.0,1048576.0,12288.0,173.0,852.0,4.0,2.0,java / 1048576:0
26-09 07:28:41,0.0,0.503,99.497,0.0,0.0,0.0,755195904.0,10522624.0,1113849856.0,2263756800.0,1048576.0,0.0,282.0,1406.0,4.0,0.0,java / 1048576:0
26-09 07:28:42,0.503,0.0,99.497,0.0,0.0,0.0,755195904.0,10522624.0,1113849856.0,2263756800.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:28:43,0.500,0.500,99.0,0.0,0.0,0.0,755187712.0,10522624.0,1113952256.0,2263662592.0,1179648.0,0.0,173.0,852.0,5.0,0.0,java / 1179648:0
26-09 07:28:44,0.0,0.500,97.500,2.0,0.0,0.0,754884608.0,10522624.0,1113874432.0,2264043520.0,1048576.0,0.0,282.0,1398.0,4.0,0.0,java / 1048576:0
26-09 07:28:45,0.500,0.0,99.0,0.500,0.0,0.0,755294208.0,10522624.0,1113886720.0,2263621632.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:28:46,0.503,0.0,98.995,0.503,0.0,0.0,755253248.0,10530816.0,1113886720.0,2263654400.0,1048576.0,12288.0,173.0,852.0,4.0,2.0,java / 1048576:0
26-09 07:28:47,0.500,0.500,99.0,0.0,0.0,0.0,755253248.0,10530816.0,1113886720.0,2263654400.0,1048576.0,0.0,282.0,1406.0,4.0,0.0,java / 1048576:0
26-09 07:28:48,0.503,0.0,99.497,0.0,0.0,0.0,755253248.0,10530816.0,1113886720.0,2263654400.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:28:49,0.995,0.0,98.507,0.498,0.0,0.0,755253248.0,10530816.0,1113886720.0,2263654400.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:28:50,0.0,0.500,99.500,0.0,0.0,0.0,755216384.0,10530816.0,1113890816.0,2263687168.0,1048576.0,32768.0,348.0,1492.0,4.0,5.0,java / 1048576:8192
26-09 07:28:51,0.503,0.0,99.497,0.0,0.0,0.0,755216384.0,10530816.0,1113890816.0,2263687168.0,1048576.0,0.0,173.0,868.0,4.0,0.0,java / 1048576:0
26-09 07:28:52,0.500,0.0,96.0,3.500,0.0,0.0,755232768.0,10539008.0,1113890816.0,2263662592.0,1048576.0,20480.0,173.0,852.0,4.0,2.0,java / 1048576:0
26-09 07:28:53,1.0,0.0,99.0,0.0,0.0,0.0,755200000.0,10539008.0,1113890816.0,2263695360.0,1048576.0,0.0,282.0,1406.0,4.0,0.0,java / 1048576:8192
26-09 07:28:54,0.0,0.0,100.0,0.0,0.0,0.0,755200000.0,10539008.0,1113890816.0,2263695360.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:28:55,0.0,0.500,98.500,1.0,0.0,0.0,755200000.0,10539008.0,1113890816.0,2263695360.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 07:28:56,0.503,0.0,99.497,0.0,0.0,0.0,754909184.0,10539008.0,1113997312.0,2263879680.0,1048576.0,0.0,282.0,1398.0,4.0,0.0,java / 1048576:0
26-09 07:28:57,0.500,0.500,99.0,0.0,0.0,0.0,755027968.0,10539008.0,1114038272.0,2263719936.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:28:58,0.503,0.0,98.995,0.503,0.0,0.0,754995200.0,10551296.0,1113985024.0,2263793664.0,1048576.0,53248.0,173.0,852.0,4.0,2.0,java / 1048576:0
26-09 07:28:59,0.495,0.495,98.515,0.495,0.0,0.0,754987008.0,10551296.0,1114087424.0,2263699456.0,1179648.0,0.0,426.0,2010.0,5.0,0.0,java / 1179648:0
26-09 07:29:00,0.0,0.503,99.497,0.0,0.0,0.0,754761728.0,10551296.0,1114058752.0,2263953408.0,1048576.0,45056.0,251.0,1346.0,4.0,9.0,java / 1048576:0
26-09 07:29:01,0.500,0.500,99.0,0.0,0.0,0.0,755331072.0,10551296.0,1113808896.0,2263633920.0,786432.0,0.0,173.0,860.0,3.0,0.0,java / 786432:0
26-09 07:29:02,0.500,0.0,99.500,0.0,0.0,0.0,755195904.0,10551296.0,1113911296.0,2263666688.0,1048576.0,0.0,282.0,1464.0,4.0,0.0,java / 1048576:0
26-09 07:29:03,0.503,0.0,98.995,0.503,0.0,0.0,755556352.0,10551296.0,1113911296.0,2263306240.0,1048576.0,0.0,569.0,2094.0,4.0,0.0,java / 1048576:0
26-09 07:29:04,0.500,0.500,98.0,1.0,0.0,0.0,755548160.0,10559488.0,1113911296.0,2263306240.0,1048576.0,24576.0,239.0,946.0,4.0,3.0,java / 1048576:0
26-09 07:29:05,0.498,0.0,99.005,0.498,0.0,0.0,755515392.0,10559488.0,1113911296.0,2263339008.0,1048576.0,0.0,348.0,1508.0,4.0,0.0,java / 1048576:0
26-09 07:29:06,0.500,0.500,99.0,0.0,0.0,0.0,755515392.0,10559488.0,1113911296.0,2263339008.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 07:29:07,0.0,0.503,99.497,0.0,0.0,0.0,755482624.0,10559488.0,1113911296.0,2263371776.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 07:29:08,0.505,0.0,98.485,1.010,0.0,0.0,755482624.0,10559488.0,1113911296.0,2263371776.0,1048576.0,0.0,348.0,1492.0,4.0,0.0,java / 1048576:0
26-09 07:29:09,1.0,0.0,99.0,0.0,0.0,0.0,755482624.0,10559488.0,1113911296.0,2263371776.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 07:29:10,0.500,0.0,98.500,1.0,0.0,0.0,755441664.0,10567680.0,1113911296.0,2263404544.0,1048576.0,12288.0,239.0,946.0,4.0,2.0,java / 1048576:0
26-09 07:29:11,0.500,0.0,99.500,0.0,0.0,0.0,755441664.0,10567680.0,1113911296.0,2263404544.0,1048576.0,0.0,348.0,1508.0,4.0,0.0,java / 1048576:0
26-09 07:29:12,0.505,0.0,98.990,0.505,0.0,0.0,755126272.0,10567680.0,1113915392.0,2263715840.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 07:29:13,0.0,0.498,99.005,0.498,0.0,0.0,754851840.0,10567680.0,1114877952.0,2263027712.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 07:29:14,0.995,0.498,98.507,0.0,0.0,0.0,754724864.0,10567680.0,1114877952.0,2263154688.0,1048576.0,0.0,348.0,1492.0,4.0,0.0,java / 1048576:0
26-09 07:29:15,0.0,0.0,100.0,0.0,0.0,0.0,754692096.0,10567680.0,1114877952.0,2263187456.0,1048576.0,0.0,317.0,1432.0,4.0,0.0,java / 1048576:0
26-09 07:29:16,0.0,0.503,98.492,1.005,0.0,0.0,754253824.0,10575872.0,1115054080.0,2263441408.0,1179648.0,12288.0,239.0,946.0,5.0,2.0,java / 1179648:0
26-09 07:29:17,0.995,0.498,98.507,0.0,0.0,0.0,754569216.0,10575872.0,1114951680.0,2263228416.0,1048576.0,0.0,5615.0,785856.0,4.0,0.0,java / 1048576:0
26-09 07:29:18,0.0,0.0,99.492,0.508,0.0,0.0,754450432.0,10575872.0,1114955776.0,2263343104.0,1048576.0,0.0,6995.0,3871625.0,4.0,0.0,java / 1048576:0
26-09 07:29:19,0.503,0.503,98.995,0.0,0.0,0.0,754548736.0,10575872.0,1114955776.0,2263244800.0,1048576.0,0.0,7355.0,3783168.0,4.0,0.0,java / 1048576:0
26-09 07:29:20,1.0,0.0,98.0,0.500,0.0,0.500,755105792.0,10575872.0,1114955776.0,2262687744.0,1048576.0,28672.0,1122350.0,4370414.0,4.0,4.0,java / 1048576:8192
26-09 07:29:21,0.505,0.505,98.990,0.0,0.0,0.0,754843648.0,10575872.0,1114955776.0,2262949888.0,1048576.0,0.0,6953.0,3870617.0,4.0,0.0,java / 1048576:0
26-09 07:29:22,0.0,1.0,98.0,1.0,0.0,0.0,754507776.0,10584064.0,1114955776.0,2263277568.0,1048576.0,20480.0,6911.0,3910734.0,4.0,2.0,java / 1048576:0
26-09 07:29:23,0.0,0.503,99.497,0.0,0.0,0.0,754507776.0,10584064.0,1114955776.0,2263277568.0,1048576.0,0.0,7464.0,4456803.0,4.0,0.0,java / 1048576:8192
26-09 07:29:24,0.503,0.0,97.487,2.010,0.0,0.0,754573312.0,10584064.0,1114955776.0,2263212032.0,1048576.0,0.0,6413.0,3760892.0,4.0,0.0,java / 1048576:0
26-09 07:29:25,0.503,0.503,98.995,0.0,0.0,0.0,754151424.0,10584064.0,1115062272.0,2263527424.0,1048576.0,0.0,6029.0,3536417.0,5.0,0.0,java / 1048576:0
26-09 07:29:26,0.0,1.005,98.492,0.503,0.0,0.0,754352128.0,10584064.0,1115013120.0,2263375872.0,1048576.0,0.0,6264.0,3829102.0,4.0,0.0,java / 1048576:0
26-09 07:29:27,0.0,1.020,98.980,0.0,0.0,0.0,754384896.0,10584064.0,1115013120.0,2263343104.0,1048576.0,0.0,6575.0,4160213.0,4.0,0.0,java / 1048576:0
26-09 07:29:28,0.503,0.0,95.980,3.518,0.0,0.0,754409472.0,10592256.0,1115013120.0,2263310336.0,1048576.0,16384.0,6065.0,3791148.0,4.0,2.0,java / 1048576:0
26-09 07:29:29,0.500,0.500,98.500,0.500,0.0,0.0,754397184.0,10592256.0,1114804224.0,2263531520.0,786432.0,0.0,6876.0,4080916.0,3.0,0.0,java / 786432:0
26-09 07:29:30,0.505,1.010,97.980,0.505,0.0,0.0,755363840.0,10600448.0,1114685440.0,2262675456.0,1048576.0,45056.0,6539.0,4154608.0,4.0,3.0,java / 1048576:0
